vTEC err_vTEC 
25.401082 -6820974.598918 
24.560773 -6820975.439227 
23.678556 -6820976.321444 
22.660588 -6820977.339412 
21.375012 -6820978.624988 
19.748753 -6820980.251247 
17.828911 -6820982.171089 
15.806088 -6820984.193912 
14.001249 -6820985.998751 
12.813505 -6820987.186495 
12.620095 -6820987.379905 
13.625158 -6820986.374842 
15.680757 -6820984.319243 
18.153839 -6820981.846161 
20.006016 -6820979.993984 
20.347098 -6820979.652902 
24.539231 -6820975.460769 
24.370053 -6820975.629947 
23.541470 -6820976.458530 
22.340271 -6820977.659729 
21.131943 -6820978.868057 
20.081746 -6820979.918254 
19.108425 -6820980.891575 
18.000834 -6820981.999166 
16.571765 -6820983.428235 
14.779108 -6820985.220892 
12.780657 -6820987.219343 
10.916385 -6820989.083615 
9.633289 -6820990.366711 
9.369699 -6820990.630301 
10.400987 -6820989.599013 
12.651954 -6820987.348046 
15.542328 -6820984.457672 
18.054302 -6820981.945698 
19.281790 -6820980.718210 
23.856930 -6820976.143070 
23.181954 -6820976.818046 
21.788029 -6820978.211971 
20.153194 -6820979.846806 
18.712023 -6820981.287977 
17.588140 -6820982.411860 
16.584581 -6820983.415419 
15.364616 -6820984.635384 
13.692947 -6820986.307053 
11.616114 -6820988.383886 
9.498406 -6820990.501594 
7.905608 -6820992.094392 
7.400929 -6820992.599071 
8.330073 -6820991.669927 
10.634448 -6820989.365552 
13.737129 -6820986.262871 
16.657193 -6820983.342807 
18.538229 -6820981.461771 
19.252189 -6820980.747811 
22.786330 -6820977.213670 
22.134213 -6820977.865787 
20.545003 -6820979.454997 
18.622075 -6820981.377925 
16.966074 -6820983.033926 
15.766984 -6820984.233016 
14.727936 -6820985.272064 
13.347202 -6820986.652798 
11.357846 -6820988.642154 
9.019276 -6820990.980724 
7.054512 -6820992.945488 
6.283357 -6820993.716643 
7.194332 -6820992.805668 
9.677725 -6820990.322275 
13.008346 -6820986.991654 
16.130144 -6820983.869856 
18.229859 -6820981.770141 
19.175780 -6820980.824220 
19.438054 -6820980.561946 
21.052442 -6820978.947558 
22.308786 -6820977.691214 
20.477219 -6820979.522781 
19.142784 -6820980.857216 
17.068466 -6820982.931534 
15.163097 -6820984.836903 
13.867804 -6820986.132196 
12.793939 -6820987.206061 
11.187723 -6820988.812277 
8.834711 -6820991.165289 
6.498948 -6820993.501052 
5.436791 -6820994.563209 
6.453699 -6820993.546301 
9.317041 -6820990.682959 
12.904698 -6820987.095302 
15.912872 -6820984.087128 
17.665318 -6820982.334682 
18.529290 -6820981.470710 
19.487319 -6820980.512681 
20.483270 -6820979.516730 
16.904629 -6820983.095371 
15.297925 -6820984.702075 
13.297722 -6820986.702278 
11.875701 -6820988.124299 
10.904968 -6820989.095032 
9.405801 -6820990.594199 
7.048250 -6820992.951750 
4.976117 -6820995.023883 
4.792392 -6820995.207608 
6.964340 -6820993.035660 
10.401029 -6820989.598971 
13.438685 -6820986.561315 
15.201896 -6820984.798104 
16.255241 -6820983.744759 
17.138709 -6820982.861291 
12.305682 -6820987.694318 
10.493823 -6820989.506177 
9.080702 -6820990.919298 
8.024510 -6820991.975490 
5.602649 -6820994.397351 
3.635316 -6820996.364684 
5.087139 -6820994.912861 
8.705233 -6820991.294767 
11.138290 -6820988.861710 
12.328939 -6820987.671061 
6.926889 -6820993.073111 
6.046716 -6820993.953284 
5.106216 -6820994.893784 
2.610831 -6820997.389169 
4.214349 -6820995.785651 
6.370482 -6820993.629518 
1.696515 -6820998.303485 
1.614249 -6820998.385751 
27.203637 -6820972.796363 
28.393247 -6820971.606753 
31.410182 -6820968.589818 
36.350990 -6820963.649010 
43.048022 -6820956.951978 
27.391614 -6820972.608386 
26.993016 -6820973.006984 
27.646855 -6820972.353145 
30.021205 -6820969.978795 
34.261445 -6820965.738555 
40.130702 -6820959.869298 
47.264853 -6820952.735147 
55.288181 -6820944.711819 
27.967255 -6820972.032745 
26.773764 -6820973.226236 
26.256879 -6820973.743121 
27.072614 -6820972.927386 
29.630250 -6820970.369750 
33.995557 -6820966.004443 
39.919434 -6820960.080566 
46.955728 -6820953.044272 
54.601965 -6820945.398035 
62.339847 -6820937.660153 
69.379320 -6820930.620680 
30.402672 -6820969.597328 
29.024826 -6820970.975174 
27.150053 -6820972.849947 
25.570819 -6820974.429181 
24.902825 -6820975.097175 
25.608303 -6820974.391697 
27.966448 -6820972.033552 
32.041340 -6820967.958660 
37.673206 -6820962.326794 
44.506874 -6820955.493126 
52.054495 -6820947.945505 
59.764754 -6820940.235246 
67.043713 -6820932.956287 
73.163924 -6820926.836076 
77.143793 -6820922.856207 
29.947900 -6820970.052100 
29.392558 -6820970.607442 
27.747368 -6820972.252632 
25.827721 -6820974.172279 
24.276355 -6820975.723645 
23.582166 -6820976.417834 
24.095203 -6820975.904797 
26.024733 -6820973.975267 
29.434642 -6820970.565358 
34.244206 -6820965.755794 
40.237667 -6820959.762333 
47.084364 -6820952.915636 
54.368159 -6820945.631841 
61.618187 -6820938.381813 
68.325873 -6820931.674127 
73.938707 -6820926.061293 
77.877709 -6820922.122291 
79.746318 -6820920.253682 
24.623197 -6820975.376803 
26.608452 -6820973.391548 
26.747804 -6820973.252196 
25.624758 -6820974.375242 
24.011100 -6820975.988900 
22.604399 -6820977.395601 
21.982463 -6820978.017537 
22.579447 -6820977.420553 
24.657806 -6820975.342194 
28.293613 -6820971.706387 
33.385110 -6820966.614890 
39.680678 -6820960.319322 
46.816055 -6820953.183945 
54.351923 -6820945.648077 
61.805942 -6820938.194058 
68.673680 -6820931.326320 
74.435409 -6820925.564591 
78.562903 -6820921.437097 
80.527478 -6820919.472522 
18.943553 -6820981.056447 
20.979475 -6820979.020525 
21.688279 -6820978.311721 
21.206279 -6820978.793721 
20.111670 -6820979.888330 
19.074984 -6820980.925016 
18.751795 -6820981.248205 
19.709601 -6820980.290399 
22.337027 -6820977.662973 
26.767461 -6820973.232539 
32.856189 -6820967.143811 
40.222307 -6820959.777693 
48.333300 -6820951.666700 
56.593875 -6820943.406125 
64.405000 -6820935.595000 
71.167544 -6820928.832456 
76.195922 -6820923.804078 
78.471694 -6820921.528306 
16.363942 -6820983.636058 
16.702307 -6820983.297693 
16.218486 -6820983.781514 
15.263005 -6820984.736995 
14.370535 -6820985.629465 
14.159366 -6820985.840634 
15.256125 -6820984.743875 
18.171678 -6820981.828322 
23.148848 -6820976.851152 
30.053498 -6820969.946502 
38.374428 -6820961.625572 
47.335226 -6820952.664774 
56.048293 -6820943.951707 
63.606377 -6820936.393623 
69.007412 -6820930.992588 
70.835421 -6820929.164579 
67.003010 -6820932.996990 
14.163837 -6820985.836163 
14.003859 -6820985.996141 
13.147025 -6820986.852975 
11.890713 -6820988.109287 
10.712839 -6820989.287161 
10.197540 -6820989.802460 
10.968574 -6820989.031426 
13.579320 -6820986.420680 
18.342458 -6820981.657542 
25.149069 -6820974.850931 
33.385924 -6820966.614076 
42.020705 -6820957.979295 
49.788306 -6820950.211694 
55.296867 -6820944.703133 
56.919665 -6820943.080335 
52.886782 -6820947.113218 
12.994653 -6820987.005347 
12.956817 -6820987.043183 
12.011216 -6820987.988784 
10.480189 -6820989.519811 
8.893101 -6820991.106899 
7.911572 -6820992.088428 
8.203457 -6820991.796543 
10.300930 -6820989.699070 
14.449774 -6820985.550226 
20.443271 -6820979.556729 
27.516772 -6820972.483228 
34.417505 -6820965.582495 
39.622894 -6820960.377106 
41.553609 -6820958.446391 
39.001295 -6820960.998705 
11.983807 -6820988.016193 
11.485997 -6820988.514003 
10.021796 -6820989.978204 
8.172267 -6820991.827733 
6.788107 -6820993.211893 
6.736738 -6820993.263262 
8.580575 -6820991.419425 
12.376249 -6820987.623751 
17.609809 -6820982.390191 
23.236949 -6820976.763051 
27.881557 -6820972.118443 
30.188733 -6820969.811267 
29.334616 -6820970.665384 
25.829231 -6820974.170769 
9.993720 -6820990.006280 
10.514238 -6820989.485762 
9.605547 -6820990.394453 
7.764119 -6820992.235881 
6.066564 -6820993.933436 
5.806338 -6820994.193662 
7.747487 -6820992.252513 
11.673141 -6820988.326859 
16.519222 -6820983.480778 
20.847091 -6820979.152909 
23.361472 -6820976.638528 
23.298708 -6820976.701292 
20.578171 -6820979.421829 
5.694217 -6820994.305783 
7.922813 -6820992.077187 
8.678115 -6820991.321885 
7.858589 -6820992.141411 
6.087774 -6820993.912226 
4.861836 -6820995.138164 
5.692261 -6820994.307739 
8.853785 -6820991.146215 
13.169596 -6820986.830404 
16.914933 -6820983.085067 
18.755651 -6820981.244349 
17.967121 -6820982.032879 
14.294847 -6820985.705153 
6.585041 -6820993.414959 
3.421433 -6820996.578567 
5.942043 -6820994.057957 
6.258677 -6820993.741323 
4.651994 -6820995.348006 
4.073926 -6820995.926074 
6.945398 -6820993.054602 
11.432720 -6820988.567280 
13.888426 -6820986.111574 
12.259029 -6820987.740971 
3.443147 -6820996.556853 
3.010564 -6820996.989436 
3.615880 -6820996.384120 
3.128785 -6820996.871215 
6.641335 -6820993.358665 
8.549173 -6820991.450827 
4.221510 -6820995.778490 
2.198226 -6820997.801774 
31.748770 -6820968.251230 
22.695644 -6820977.304356 
27.738719 -6820972.261281 
35.313745 -6820964.686255 
42.077386 -6820957.922614 
20.617192 -6820979.382808 
24.511813 -6820975.488187 
30.952131 -6820969.047869 
38.362678 -6820961.637322 
44.571946 -6820955.428054 
18.822357 -6820981.177643 
19.564098 -6820980.435902 
22.406293 -6820977.593707 
27.488295 -6820972.511706 
34.036800 -6820965.963200 
40.757657 -6820959.242343 
46.367070 -6820953.632930 
49.892098 -6820950.107902 
19.832747 -6820980.167253 
20.048182 -6820979.951818 
22.005298 -6820977.994702 
25.856323 -6820974.143677 
31.167357 -6820968.832643 
37.174347 -6820962.825653 
43.035462 -6820956.964538 
48.028333 -6820951.971667 
51.627472 -6820948.372528 
22.753795 -6820977.246205 
22.277078 -6820977.722922 
22.946454 -6820977.053546 
25.128395 -6820974.871605 
28.693395 -6820971.306605 
33.239295 -6820966.760705 
38.278436 -6820961.721564 
43.344327 -6820956.655673 
48.050058 -6820951.949942 
52.117221 -6820947.882779 
55.373097 -6820944.626903 
57.747961 -6820942.252039 
26.020966 -6820973.979034 
25.563353 -6820974.436647 
25.873629 -6820974.126371 
27.589894 -6820972.410106 
30.769797 -6820969.230203 
35.065223 -6820964.934777 
39.978751 -6820960.021249 
45.050760 -6820954.949240 
49.946054 -6820950.053946 
54.464686 -6820945.535314 
58.518272 -6820941.481728 
62.096177 -6820937.903823 
65.227394 -6820934.772606 
27.141830 -6820972.858170 
27.189326 -6820972.810674 
28.123641 -6820971.876359 
30.501470 -6820969.498530 
34.402718 -6820965.597282 
39.529362 -6820960.470638 
45.378474 -6820954.621526 
51.421035 -6820948.578965 
57.236795 -6820942.763205 
62.576158 -6820937.423842 
67.354333 -6820932.645667 
71.604151 -6820928.395849 
75.411877 -6820924.588123 
78.843871 -6820921.156129 
81.861883 -6820918.138117 
26.059991 -6820973.940009 
26.103542 -6820973.896458 
26.420579 -6820973.579421 
27.711843 -6820972.288157 
30.444196 -6820969.555804 
34.757416 -6820965.242584 
40.499769 -6820959.500231 
47.299551 -6820952.700449 
54.665238 -6820945.334762 
62.098130 -6820937.901870 
69.188599 -6820930.811401 
75.671320 -6820924.328680 
81.431151 -6820918.568849 
86.467092 -6820913.532908 
90.827637 -6820909.172363 
94.526012 -6820905.473988 
97.444051 -6820902.555949 
24.451455 -6820975.548545 
24.381658 -6820975.618342 
24.669546 -6820975.330454 
25.864090 -6820974.135910 
28.331536 -6820971.668464 
32.228930 -6820967.771070 
37.526475 -6820962.473525 
44.035001 -6820955.964999 
51.442079 -6820948.557921 
59.361223 -6820940.638777 
67.390357 -6820932.609643 
75.168231 -6820924.831769 
82.415301 -6820917.584699 
88.949323 -6820911.050677 
94.672734 -6820905.327266 
99.534377 -6820900.465623 
103.470052 -6820896.529948 
106.331623 -6820893.668377 
107.860956 -6820892.139044 
23.060770 -6820976.939230 
22.947013 -6820977.052987 
23.160450 -6820976.839550 
24.308807 -6820975.691193 
26.797548 -6820973.202452 
30.793325 -6820969.206675 
36.259438 -6820963.740562 
42.998695 -6820957.001305 
50.696959 -6820949.303041 
58.968454 -6820941.031546 
67.403568 -6820932.596432 
75.616021 -6820924.383979 
83.281133 -6820916.718867 
90.154800 -6820909.845200 
96.065360 -6820903.934640 
100.875443 -6820899.124557 
104.417324 -6820895.582676 
106.435985 -6820893.564015 
20.684058 -6820979.315942 
20.643779 -6820979.356221 
20.974221 -6820979.025779 
22.368205 -6820977.631795 
25.321615 -6820974.678385 
30.016223 -6820969.983777 
36.340560 -6820963.659440 
43.959610 -6820956.040390 
52.407970 -6820947.592030 
61.181006 -6820938.818994 
69.805911 -6820930.194089 
77.886659 -6820922.113341 
85.122058 -6820914.877942 
91.294244 -6820908.705756 
96.222247 -6820903.777753 
99.680452 -6820900.319548 
101.345998 -6820898.654002 
16.710057 -6820983.289943 
17.111120 -6820982.888880 
18.728187 -6820981.271813 
22.162008 -6820977.837992 
27.671144 -6820972.328856 
35.109180 -6820964.890820 
43.975453 -6820956.024547 
53.563058 -6820946.436942 
63.141796 -6820936.858204 
72.101610 -6820927.898390 
80.014945 -6820919.985055 
86.614986 -6820913.385014 
91.703768 -6820908.296232 
95.016512 -6820904.983488 
12.525995 -6820987.474005 
12.760699 -6820987.239301 
14.231498 -6820985.768502 
17.632673 -6820982.367327 
23.346991 -6820976.653009 
31.277709 -6820968.722291 
40.829650 -6820959.170350 
51.074973 -6820948.925027 
61.034445 -6820938.965555 
69.922357 -6820930.077643 
77.240335 -6820922.759665 
82.705641 -6820917.294359 
86.088159 -6820913.911841 
9.554152 -6820990.445848 
9.560190 -6820990.439810 
10.677717 -6820989.322283 
13.645943 -6820986.354057 
18.905472 -6820981.094528 
26.370602 -6820973.629398 
35.376274 -6820964.623726 
44.855989 -6820955.144011 
53.706178 -6820946.293822 
61.120776 -6820938.879224 
66.723003 -6820933.276997 
70.451678 -6820929.548322 
7.807210 -6820992.192790 
8.671026 -6820991.328974 
11.292919 -6820988.707081 
16.041265 -6820983.958735 
22.652783 -6820977.347217 
30.290273 -6820969.709727 
37.837955 -6820962.162045 
44.370385 -6820955.629615 
49.527166 -6820950.472834 
7.028142 -6820992.971858 
7.786983 -6820992.213017 
10.389621 -6820989.610379 
15.002857 -6820984.997143 
20.938482 -6820979.061518 
27.074048 -6820972.925952 
32.455180 -6820967.544820 
36.760076 -6820963.239924 
7.060700 -6820992.939300 
8.645775 -6820991.354225 
12.236159 -6820987.763841 
17.126725 -6820982.873275 
22.061176 -6820977.938824 
26.140013 -6820973.859987 
8.071558 -6820991.928442 
11.405821 -6820988.594179 
16.508283 -6820983.491717 
20.922712 -6820979.077288 
13.356182 -6820986.643818 
38.003835 -6820961.996165 
41.197813 -6820958.802187 
27.207675 -6820972.792325 
29.662047 -6820970.337953 
40.094238 -6820959.905762 
46.185782 -6820953.814218 
37.243930 -6820962.756070 
26.843193 -6820973.156807 
24.737629 -6820975.262371 
26.254494 -6820973.745506 
34.171507 -6820965.828493 
43.988001 -6820956.011999 
48.737034 -6820951.262966 
50.435571 -6820949.564429 
44.460525 -6820955.539475 
24.006429 -6820975.993571 
22.467494 -6820977.532506 
23.697922 -6820976.302078 
29.400445 -6820970.599555 
38.326813 -6820961.673187 
46.832817 -6820953.167183 
52.076231 -6820947.923769 
53.184239 -6820946.815761 
53.733642 -6820946.266358 
21.669409 -6820978.330591 
20.594129 -6820979.405871 
21.610500 -6820978.389500 
25.835006 -6820974.164994 
32.997398 -6820967.002602 
41.322420 -6820958.677580 
48.709553 -6820951.290447 
53.838488 -6820946.161512 
56.291449 -6820943.708551 
56.120670 -6820943.879330 
56.165612 -6820943.834388 
19.808147 -6820980.191853 
19.105044 -6820980.894956 
19.991314 -6820980.008686 
23.205134 -6820976.794866 
28.799009 -6820971.200991 
35.931626 -6820964.068374 
43.297830 -6820956.702170 
49.724497 -6820950.275503 
54.528268 -6820945.471732 
57.479639 -6820942.520361 
58.577727 -6820941.422273 
57.986977 -6820942.013023 
57.921992 -6820942.078008 
18.265313 -6820981.734687 
19.176020 -6820980.823980 
21.720432 -6820978.279568 
26.076821 -6820973.923179 
31.868434 -6820968.131566 
38.349168 -6820961.650832 
44.693217 -6820955.306783 
50.241348 -6820949.758652 
54.615313 -6820945.384687 
57.675713 -6820942.324287 
59.403045 -6820940.596955 
59.839428 -6820940.160572 
59.187761 -6820940.812239 
18.260816 -6820981.739184 
19.097002 -6820980.902998 
20.742007 -6820979.257993 
23.516864 -6820976.483136 
27.478939 -6820972.521061 
32.356504 -6820967.643496 
37.712131 -6820962.287869 
43.083525 -6820956.916475 
48.076535 -6820951.923465 
52.417364 -6820947.582636 
55.958366 -6820944.041634 
58.639052 -6820941.360948 
60.426249 -6820939.573751 
61.274185 -6820938.725815 
61.163389 -6820938.836611 
60.302250 -6820939.697750 
20.391327 -6820979.608673 
22.265385 -6820977.734615 
24.762049 -6820975.237951 
28.202877 -6820971.797123 
32.527489 -6820967.472511 
37.405392 -6820962.594608 
42.447935 -6820957.552065 
47.327193 -6820952.672807 
51.813656 -6820948.186344 
55.772476 -6820944.227524 
59.139749 -6820940.860251 
61.882832 -6820938.117168 
63.945915 -6820936.054085 
65.189495 -6820934.810505 
65.358660 -6820934.641340 
64.228294 -6820935.771706 
23.552312 -6820976.447688 
26.022051 -6820973.977949 
28.928526 -6820971.071474 
32.723294 -6820967.276706 
37.429257 -6820962.570743 
42.726878 -6820957.273122 
48.189533 -6820951.810467 
53.447484 -6820946.552516 
58.260587 -6820941.739413 
62.520940 -6820937.479060 
66.215979 -6820933.784021 
69.376209 -6820930.623791 
72.018325 -6820927.981675 
74.083550 -6820925.916450 
75.366919 -6820924.633081 
75.445964 -6820924.554036 
73.709146 -6820926.290854 
69.889569 -6820930.110431 
29.750934 -6820970.249066 
32.598085 -6820967.401915 
36.476710 -6820963.523290 
41.538046 -6820958.461954 
47.533002 -6820952.466998 
54.027330 -6820945.972670 
60.562378 -6820939.437622 
66.760181 -6820933.239819 
72.375765 -6820927.624235 
77.300670 -6820922.699330 
81.529893 -6820918.470107 
85.108099 -6820914.891901 
88.067210 -6820911.932790 
90.359761 -6820909.640239 
91.784131 -6820908.215869 
91.894893 -6820908.105107 
89.931131 -6820910.068869 
85.033196 -6820914.966804 
34.673151 -6820965.326849 
37.819511 -6820962.180489 
42.355886 -6820957.644114 
48.148412 -6820951.851588 
54.865193 -6820945.134807 
62.096917 -6820937.903083 
69.433492 -6820930.566508 
76.520895 -6820923.479105 
83.097633 -6820916.902367 
89.006245 -6820910.993755 
94.180125 -6820905.819875 
98.611038 -6820901.388962 
102.304557 -6820897.695443 
105.228223 -6820894.771777 
107.250540 -6820892.749460 
108.057666 -6820891.942334 
107.031544 -6820892.968456 
103.174449 -6820896.825551 
36.091670 -6820963.908330 
38.641122 -6820961.358878 
42.994893 -6820957.005107 
48.949941 -6820951.050059 
56.098667 -6820943.901333 
63.972922 -6820936.027078 
72.109382 -6820927.890618 
80.096933 -6820919.903067 
87.612825 -6820912.387175 
94.440238 -6820905.559762 
100.462351 -6820899.537649 
105.634476 -6820894.365524 
109.939650 -6820890.060350 
113.328074 -6820886.671926 
115.616681 -6820884.383319 
116.270586 -6820883.729414 
114.022923 -6820885.977077 
39.883532 -6820960.116468 
44.301731 -6820955.698269 
50.618044 -6820949.381956 
58.231568 -6820941.768432 
66.526846 -6820933.473154 
74.955185 -6820925.044815 
83.077962 -6820916.922038 
90.589363 -6820909.410637 
97.318463 -6820902.681537 
103.211267 -6820896.788733 
108.297727 -6820891.702273 
112.635803 -6820887.364197 
116.126994 -6820883.873006 
42.274316 -6820957.725684 
46.828334 -6820953.171666 
53.510164 -6820946.489836 
61.530840 -6820938.469160 
70.072569 -6820929.927431 
78.467801 -6820921.532199 
86.271802 -6820913.728198 
93.264455 -6820906.735545 
99.419727 -6820900.580273 
104.881633 -6820895.118367 
109.945797 -6820890.054203 
50.480879 -6820949.519121 
57.287313 -6820942.712687 
65.533788 -6820934.466212 
74.221775 -6820925.778225 
82.559041 -6820917.440959 
90.105891 -6820909.894109 
96.741783 -6820903.258217 
102.634984 -6820897.365016 
61.753994 -6820938.246006 
69.994741 -6820930.005259 
78.817112 -6820921.182888 
87.366324 -6820912.633676 
32.381276 -6820967.618724 
39.172638 -6820960.827362 
28.959461 -6820971.040539 
27.967107 -6820972.032893 
40.276775 -6820959.723225 
44.471769 -6820955.528231 
35.624802 -6820964.375198 
29.006502 -6820970.993498 
26.300773 -6820973.699227 
25.809138 -6820974.190862 
34.588039 -6820965.411961 
44.739495 -6820955.260505 
48.402995 -6820951.597005 
48.423965 -6820951.576035 
40.939822 -6820959.060178 
33.538778 -6820966.461222 
29.077388 -6820970.922612 
26.893740 -6820973.106260 
23.998649 -6820976.001351 
24.047317 -6820975.952683 
30.189230 -6820969.810770 
39.538199 -6820960.461801 
47.874711 -6820952.125289 
52.529513 -6820947.470487 
52.719401 -6820947.280599 
51.203334 -6820948.796666 
44.823819 -6820955.176181 
37.973356 -6820962.026644 
32.460770 -6820967.539230 
29.106895 -6820970.893105 
27.222742 -6820972.777258 
24.869413 -6820975.130587 
22.249316 -6820977.750684 
22.634055 -6820977.365945 
27.146884 -6820972.853116 
34.603346 -6820965.396654 
42.889001 -6820957.110999 
49.969186 -6820950.030814 
54.657530 -6820945.342470 
56.529162 -6820943.470838 
55.375523 -6820944.624477 
53.087453 -6820946.912547 
47.703705 -6820952.296295 
41.720983 -6820958.279017 
36.232991 -6820963.767009 
32.009617 -6820967.990383 
29.253338 -6820970.746662 
27.551298 -6820972.448702 
25.782017 -6820974.217983 
23.102430 -6820976.897570 
21.115740 -6820978.884260 
21.707178 -6820978.292822 
25.136693 -6820974.863307 
30.878424 -6820969.121576 
37.937420 -6820962.062580 
45.052588 -6820954.947412 
51.137682 -6820948.862318 
55.568747 -6820944.431253 
58.097824 -6820941.902176 
58.583371 -6820941.416629 
56.890453 -6820943.109547 
54.835361 -6820945.164639 
50.482775 -6820949.517225 
45.461903 -6820954.538097 
40.384796 -6820959.615204 
35.825629 -6820964.174371 
32.200695 -6820967.799305 
29.663400 -6820970.336600 
21.473851 -6820978.526149 
24.135535 -6820975.864465 
28.485226 -6820971.514774 
34.122606 -6820965.877394 
40.358756 -6820959.641244 
46.411416 -6820953.588584 
51.654419 -6820948.345581 
55.728092 -6820944.271908 
58.481521 -6820941.518479 
59.836032 -6820940.163968 
59.700469 -6820940.299531 
58.008580 -6820941.991420 
58.309055 -6820941.690945 
55.165903 -6820944.834097 
51.187176 -6820948.812824 
46.613270 -6820953.386730 
41.810030 -6820958.189970 
37.278491 -6820962.721509 
33.551784 -6820966.448216 
25.575021 -6820974.424979 
29.220398 -6820970.779602 
33.813269 -6820966.186731 
38.965000 -6820961.035000 
44.184399 -6820955.815601 
49.043538 -6820950.956462 
53.255757 -6820946.744243 
56.676210 -6820943.323790 
59.253448 -6820940.746552 
60.965885 -6820939.034115 
61.777806 -6820938.222194 
61.633431 -6820938.366569 
60.481662 -6820939.518338 
66.328232 -6820933.671768 
63.796443 -6820936.203557 
59.938432 -6820940.061568 
54.843698 -6820945.156302 
48.867285 -6820951.132715 
42.755789 -6820957.244211 
31.408106 -6820968.591894 
35.790644 -6820964.209356 
40.747184 -6820959.252816 
45.780819 -6820954.219181 
50.511816 -6820949.488184 
54.730407 -6820945.269593 
58.361369 -6820941.638631 
61.408729 -6820938.591271 
63.900634 -6820936.099366 
65.843538 -6820934.156462 
67.192401 -6820932.807599 
67.838835 -6820932.161165 
67.616686 -6820932.383314 
80.037766 -6820919.962234 
77.279450 -6820922.720550 
72.768726 -6820927.231274 
66.549368 -6820933.450632 
58.949466 -6820941.050534 
35.979588 -6820964.020412 
40.849022 -6820959.150978 
46.305732 -6820953.694268 
51.747968 -6820948.252032 
56.803173 -6820943.196827 
61.337805 -6820938.662195 
65.364425 -6820934.635575 
68.957770 -6820931.042230 
72.193466 -6820927.806534 
75.102898 -6820924.897102 
77.640785 -6820922.359215 
79.666690 -6820920.333310 
80.945603 -6820919.054397 
81.174544 -6820918.825456 
95.821108 -6820904.178892 
91.991565 -6820908.008435 
86.323964 -6820913.676036 
78.808998 -6820921.191002 
69.663636 -6820930.336364 
47.288798 -6820952.711202 
54.002223 -6820945.997777 
60.700464 -6820939.299536 
66.905937 -6820933.094063 
72.470533 -6820927.529467 
77.430278 -6820922.569722 
81.886667 -6820918.113333 
85.933100 -6820914.066900 
89.608657 -6820910.391343 
92.869582 -6820907.130418 
95.577475 -6820904.422525 
97.507111 -6820902.492889 
98.376422 -6820901.623578 
97.895535 -6820902.104465 
107.745385 -6820892.254615 
103.137101 -6820896.862899 
96.874447 -6820903.125553 
88.767284 -6820911.232716 
62.328404 -6820937.671596 
70.452446 -6820929.547554 
77.958365 -6820922.041635 
84.632356 -6820915.367644 
90.497517 -6820909.502483 
95.652809 -6820904.347191 
100.188963 -6820899.811037 
104.149208 -6820895.850792 
107.511687 -6820892.488313 
110.186836 -6820889.813164 
112.029195 -6820887.970805 
112.862606 -6820887.137394 
112.513553 -6820887.486447 
110.841070 -6820889.158930 
113.768117 -6820886.231883 
108.554378 -6820891.445622 
80.606948 -6820919.393052 
89.545481 -6820910.454519 
97.075450 -6820902.924550 
103.336656 -6820896.663344 
108.530683 -6820891.469317 
112.791327 -6820887.208673 
116.162299 -6820883.837701 
118.609810 -6820881.390190 
120.048387 -6820879.951613 
120.373723 -6820879.626277 
119.492311 -6820880.507689 
117.327040 -6820882.672960 
102.040136 -6820897.959864 
108.665011 -6820891.334989 
113.647680 -6820886.352320 
117.372373 -6820882.627627 
120.017759 -6820879.982241 
121.621643 -6820878.378357 
122.150542 -6820877.849458 
121.536020 -6820878.463980 
119.639978 -6820880.360022 
33.028771 -6820966.971229 
38.859538 -6820961.140462 
30.497438 -6820969.502562 
27.598987 -6820972.401013 
39.117260 -6820960.882740 
43.705216 -6820956.294784 
35.533373 -6820964.466627 
29.858127 -6820970.141873 
27.818699 -6820972.181301 
26.847611 -6820973.152389 
35.133031 -6820964.866969 
45.369522 -6820954.630478 
47.916152 -6820952.083848 
47.414357 -6820952.585643 
40.064411 -6820959.935589 
33.371787 -6820966.628213 
29.482807 -6820970.517193 
27.765913 -6820972.234087 
26.883801 -6820973.116199 
26.243599 -6820973.756401 
31.385046 -6820968.614954 
42.780154 -6820957.219846 
49.402090 -6820950.597910 
52.680031 -6820947.319969 
52.127232 -6820947.872768 
50.060438 -6820949.939562 
43.624602 -6820956.375398 
37.123676 -6820962.876324 
32.203197 -6820967.796803 
29.297217 -6820970.702783 
27.727550 -6820972.272450 
26.864205 -6820973.135795 
47.544139 -6820952.455861 
52.361933 -6820947.638067 
55.448257 -6820944.551743 
56.388865 -6820943.611135 
54.622477 -6820945.377523 
51.992371 -6820948.007629 
46.595233 -6820953.404767 
40.903508 -6820959.096492 
35.965189 -6820964.034811 
32.363116 -6820967.636884 
29.979147 -6820970.020853 
28.285765 -6820971.714235 
27.089565 -6820972.910435 
54.576044 -6820945.423956 
57.054973 -6820942.945027 
58.443273 -6820941.556727 
58.231117 -6820941.768883 
56.067499 -6820943.932501 
54.333714 -6820945.666286 
50.309652 -6820949.690348 
45.908736 -6820954.091264 
41.698871 -6820958.301129 
38.121138 -6820961.878862 
35.304415 -6820964.695585 
32.975734 -6820967.024266 
30.688691 -6820969.311309 
28.477291 -6820971.522709 
56.260087 -6820943.739913 
57.980411 -6820942.019589 
59.336893 -6820940.663107 
59.916107 -6820940.083893 
59.346125 -6820940.653875 
57.458540 -6820942.541460 
59.706200 -6820940.293800 
57.533372 -6820942.466628 
54.797076 -6820945.202924 
51.703192 -6820948.296808 
48.534286 -6820951.465714 
